REGISTRO,INMUEBLE,AYUNTAMIENTO,LOCALIDAD,DATE,YEAR
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia San Salvador,Irurita ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia San martín,Ituren,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia San Bartolomé,Lecaroz ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia Santa Catalina,Legasa ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia San Andrés,Narvarte ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Paroquia San Juan Bautista,Sumbilla ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia San Salvador,Urdax ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Ermita San Esteban,Urdax ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia San Esteban,Vera de Bidasoa ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Ermita San Martín ,Vera de Bidasoa ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Ermita Ntra. Sñra de Las Mercedes,Vera de Bidasoa ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia San Miguel,Yanci ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia Santa Mª Asunta,Zubieta ,,29/09/2004,2004
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Parroquia La Asunción,Zugarramurdi ,,29/09/2004,2004
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa Parroquial,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa parroquial Planta Baja,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa Parroquial Planta Baja nº 3,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa Parroquial Planta Baja nº4,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa Parroquial Planta 1ª Izda.,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa Parroquial Planta 1ª Dcha.,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa parroquial Cuarto Trastero,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa Parroquial Cuarto trastero nº 2,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa Parroquial Cuarto Trastero nº 3,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Casa Parroquial Cuarto trastero nº 4,Cendea de Cizur,Undiano ,30/01/1998,1998
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia Santa Ana,Buñuel ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia San Salvador,Carcastillo ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Carcastillo Finca paraje El Villar 30/01/2006,Carcastillo ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia San Juan Bautista,Cortes ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia Ntra. Sñra de la Asuncion,Fustiñana ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia Santa María,Mélida ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia San Esteban,Tudela ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia San Jorge El Real,Tudela ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia Santa Eufemia,Villafranca de Navarra ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Ermita Virgen del Portal,Villafranca de Navarra ,,30/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Parroquia Santa Mª Magdalena,Tudela ,,30/01/2007,2007
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia la Inmaculada,Aribe ,,30/04/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Nicolas,Burguete ,,30/04/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia San Andrés,Garayoa ,,30/04/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia San Pedro,Ibargoiti,Abínzano ,30/04/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia San Miguel,Ibargoiti,Salinas ,30/04/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia Sta. Maria,Sarries,Ibilcieta ,30/04/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Martin,Sarries ,,30/04/2003,2003
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Vivienda B 2ª Planta,Allín, Eullz ,30/07/2005,2005
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Despacho Parroquial,Allín, Eullz ,30/07/2005,2005
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Casa parroquial,Allín, Eullz ,30/07/2005,2005
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Casa parroquial vivienda A 1ª planta,Allín, Eullz ,30/07/2005,2005
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Casa Parroquial vivienda planta baja,Allín, Eullz ,30/07/2005,2005
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Casa parroquial vivienda B 2ª planta,Allín, Eullz ,30/07/2005,2005
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Finca rustica de pastos,Esteribar,Zuriain ,30/08/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Finca rustica de pastos,Esteribar,Zuriain ,30/08/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ermita S. Miguel monte Izag,Izagaondoa,Zuazu ,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Bartolome y cementerio,Longuida,Larrangoz ,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ermita Sta. Columba,Longuida,Meoz ,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ermita S. Quirico,Navascues ,,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ermita Virgen del Campo,Navascues ,,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ermita y pinar 93.743 m2,Sarries ,,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ermita S. Miguel,Vidangoz ,,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ermita La Asuncion,Vidangoz ,,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ermita S. Juan,Vidangoz ,,30/12/1999,1999
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Ermita San Sebastian,Cintruénigo ,,31/01/2004,2004
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Parroquia Santa María Magdalena,Ablitas ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Parroquia San Miguel,Barillas ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Parroquia Ntra. Sñra. De la Asunción,Cascante ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Basílica El Romero,Cascante ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Parroquia Ntra. Sñra de la Victoria ,Cascante ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Parroquia San Juan Bautista,Cintruénigo ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Viña regadio El Prado,Cintruénigo ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Parroquia Ntra. Sñra del Rosario,Corella ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Parroquia Santa María la Real,Fitero ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .2.,Parroquia Santa Mª Magdalena,Monteagudo ,,31/01/2006,2006
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Clemente,Navascues,Aspurz ,31/03/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Cristóbal,Navascues,,31/03/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Saturnino,Navascues,Ustes,31/03/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Finca La Hortaliza,Navascues,,31/03/2003,2003
REGISTRO DE LA PROPIEDAD DE TAFALLA,Parroquia S. Juan Bautista,Oloriz ,,31/08/2006,2006
REGISTRO DE LA PROPIEDAD DE TAFALLA,Parroquia S. Pedro,Tafalla ,,31/08/2006,2006
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Martin,Izagandoa,Ardanaz de Izaga ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia Sta. Agueda,Izagandoa,Idoate ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia La Purificacion,Izagandoa,Indurain,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Pedro,Izagandoa,Iriso ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia Sta. Eulalia,Izagandoa,Lizarraga ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Pedro,Izagandoa,Reta ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Finca en Bertetxera,Izagandoa,Reta ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia La Asuncion,Izagandoa,Turrillas ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Almacen paraje Zerkupe,Izagandoa,,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia S. Esteban,Izagandoa, ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Parroquia La Purificacion,Izagandoa,Zuazu ,31/10/2003,2003
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Parroquia de La Asunción,Allín,Etxabarri ,04/04/2005,8446
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Ruinas 102 m/2 c./ San Andrés,Zizur Mayor ,,06/11/2004,8149
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Anue Leazkue ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Añorbe ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Belascoain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Galar ,Salinas ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Iza ,Aldaba ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Juslapeña ,Unzu ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Legarda ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Olza ,Asiain ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Olza ,Izu ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Olza ,Ibero ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Tirapu ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Ucar ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Uterga ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia La Asuncion,Zabalza ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Alsasua ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Araiz,Uztegui ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Areso ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Arruazu ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Atez,Beunza ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Atez,Eróstegui ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Basaburua,Igoa ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Basaburua,Jaunsaras ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Ciordia ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Ergoyena,Torrano ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Larraun,Azpirotz – Lezaeta ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Ulzama,Arraitz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Ulzama,Cenoz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Ulzama,Gorrontz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Ulzama,Urrizola – Galain ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia La Asunción,Urdiain, ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Finca castañal,Araiz,Uztegui ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia Santa Catalina,Odieta ,Ciaurriz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Tierra de labor,Anué,Burutain ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita El Pilar,Larraun,Lekunberri ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Babil,Araquil,Erroz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Pedro,Anué,Burutain ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Pedro,Anué,Arizu ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Pedro,Berrioplano ,Ballariain ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Pedro,Iza ,Gulina ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Pedro,Iza ,Aguinaga ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Pedro,Juslapeña ,Garciriain ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ermita S. Pedro,Odieta ,Anocibar ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Pedro,Olaibar ,Olabe ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Pedro,Puente La Reina ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Pedro,Araquil,Urrizola ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Pedro,Basaburua ,Arrarats ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Pedro,Basaburua ,Itxaso ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Pedro,Betelu ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Pedro,Ergoyena,Unanua ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita S. Pedro,Iturmendi ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Pedro,Larraun,Astitz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Pedro,Larraun,Muguiro ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Pedro,Ulzama,Larrainzar ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita S. Pedro,Urdiain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Román,Ezcabarte ,Arre ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia Santiago,Ezcabarte ,Oricain ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia Santiago,Puente La Reina ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia Santiago,Araiz,Inza ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita Santiago,Bacaicoa ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ermita La Trinidad,Iza ,Aguinaga ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita Zamartze,Uharte – Araquil ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita Sta. Barbara,Atez,Amalain ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia Sta. Eulalia,Juslapeña,Belzunce ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia Santos Juan y Pablo,Larraun,Alli ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita Santa Krutz,Larraun,Etxarri ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ermita Santa Lucia,Muruzabal ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia Santa Maria,Etxarri Aranaz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia Santo Tomás,Odieta ,Anocibar ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia Santo Tomás,Ollo ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Solar,Ezcabarte ,Arre ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ermita Arrigorria,Zabalza ,Arraiza ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Finca Asiaran,Larraun,Alli ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Finca Herrian,Araiz,Arriba ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Cementerio,Odieta ,Anocibar ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Pastos Ardantzeburu,Ollo ,Anoz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Capilla Del Carmen,Belascoain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita Virgen de Aitziber,Urdiain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita Santa Cruz de Irigoyen,Betelu ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita El Milagro,Ciordia ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia El Rosario,Biurrun ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia El Rosario,Odieta ,Guelbenzu ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Cereal en Leciaga,Odieta ,Guelbenzu ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Andres Apostol,Atarrabia ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Finca Gaztanieta,Larraun,Astitz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ermita Virgen Blanca,Ciriza ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Finca pastos – hasta Soro,Araiz,Inza ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Blas,Olza, ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Parroquia S. Juan,Berrioplano ,Oteiza ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Juan,Bacaicoa ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Juan,Basaburua,Beruete ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Juan,Irañeta ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Parroquia S. Juan,Uharte – Araquil ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Solar,Araquil,Izurdiaga ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita S. Martin – Irura,Ergoyena,Lizarraga ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,arcela,Ansoain,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Finca Anibe,Larraun ,Azpirotz ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ermita Eunate,Muruzabal ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Finca – Goiticolanda,Basaburua,Oroquieta Erviti ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita La Concepcion – Iturtxiqui,Etxarri Aranaz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ermita paraje Gomazin,Puente La Reina ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ermita Zabal S. Pedro,Irañeta ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ermita El Salvador,Iza ,Sarasa ,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Tierras de labor junto a la Iglesia,Areso ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Terreno Elizaberria,Olza ,Izcue,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Pastos en Illalagorri,Juslapeña ,Nuin ,,
