REGISTRO,AYUNTAMIENTO,DATE,INMUEBLE,LOCALIDAD,YEAR,latitude,longitude
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Zúñiga ,23/06/2005,Ermita Virgen de Arquijas,,2005.0,42.6930374,-2.3004117
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Zúñiga ,23/06/2005,Ermita Santo Cristo,,2005.0,42.6930374,-2.3004117
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Zúñiga ,23/06/2005,Ermita Virgen de Beatasis,,2005.0,0.0,0.0
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Saldías ,23/06/2201,Parroquia San Juan Bautista,,2201.0,0.0,0.0
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Vivienda nº2,Etxabarri ,2003.0,0.0,0.0
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Vivienda nº1 duplex,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Almacen,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Cuarto Trastero,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Cuarto Trastero nº1,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Despacho Parroquial,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Despacho Parroquial,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Cuarto trastero nº1,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Cuarto Trastero nº2,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Vivienda y despacho parroquial sin nº,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Allín,23/10/2003,Vivienda nº dos Planta Primera sin nº,Etxabarri ,2003.0,42.7421118,-2.0640601
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Mendavia ,23/11/2000,Ermita Ntra. Sra. De Legarda,,2000.0,42.4443286,-2.200421
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Mendavia ,23/11/2000,Ermita El Calvario,,2000.0,42.4443286,-2.200421
REGISTRO DE LA PROPIEDAD DE TAFALLA,Barasoain ,23/12/2005,Parroquia Ntra Sra de la Asunción,,2005.0,42.6049597,-1.6457007
REGISTRO DE LA PROPIEDAD DE TAFALLA,Barasoain ,23/12/2005,Ermita San Juan,,2005.0,42.6049597,-1.6457007
REGISTRO DE LA PROPIEDAD DE TAFALLA,Beire ,23/12/2005,Parroquia S. Millan,,2005.0,42.4539389,-1.621691
REGISTRO DE LA PROPIEDAD DE TAFALLA,Berbinzana ,23/12/2005,Parroquia La Asuncion,,2005.0,42.5267418,-1.8344769
REGISTRO DE LA PROPIEDAD DE TAFALLA,Caparroso ,23/12/2005,Parroquia Sta Fe,,2005.0,42.3394554,-1.654214
REGISTRO DE LA PROPIEDAD DE TAFALLA,Caparroso ,23/12/2005,Corrales c/ Santa Fé 3A y 3B,,2005.0,42.3394554,-1.654214
REGISTRO DE LA PROPIEDAD DE TAFALLA,Caparroso ,23/12/2005,Capilla barrio de la estación,,2005.0,42.3394554,-1.654214
REGISTRO DE LA PROPIEDAD DE TAFALLA,Falces ,23/12/2005,Parroquia Sta. Maria,,2005.0,42.3877644,-1.7938282
REGISTRO DE LA PROPIEDAD DE TAFALLA,Falces ,23/12/2005,Ermita de El Salvador,,2005.0,42.3877644,-1.7938282
REGISTRO DE LA PROPIEDAD DE TAFALLA,Funes ,23/12/2005,Parroquia Santiago Apostol,,2005.0,42.3140325,-1.8029166
REGISTRO DE LA PROPIEDAD DE TAFALLA,Garinoain ,23/12/2005,Parroquia S. Martin,,2005.0,42.6006876,-1.6456923
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .2.,Estella ,24/01/2004,Vivienda duplex letra B Plaza los Fueros 28-29,,2004.0,42.672094,-2.0314834
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .2.,Estella ,24/01/2005,Casa Parroquial San Juan Bautista,,2005.0,42.672094,-2.0314834
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz,24/04/2004,Parroquia San martín,Estenoz ,2004.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Aibar ,24/10/2003,Parroquia S. Pedro,,2003.0,42.592021,-1.3599999
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia S. Bartolomé,,2004.0,42.7549206,-1.91165232238176
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia S. Martin,Arguiñano ,2004.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia San Román,Arzoz ,2004.0,42.7458369,-1.8997439
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia La Asunción,Garisoain ,2004.0,42.7194718,-1.9111854
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia San Román,Irujo ,2004.0,42.7674267,-1.9251618
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia La Asunción,Irurra ,2004.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Tierra de labor en la muga de Leranoz,Irurra ,2004.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia S. Millán,Iturgaiz,2004.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia San Andrés,Izurzu ,2004.0,42.7822977,-1.8651474
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia San Pedro,Lerate ,2004.0,42.7185421,-1.9353273
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia Santa Eulalia,Muez ,2004.0,42.7547023,-1.9336544
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,"Solar, calle Carretera",Muez ,2004.0,42.7547023,-1.9336544
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia Sta. Catalina,Muniain ,2004.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia Sta. Magdalena,Muzqui ,2004.0,42.7360596,-1.9131979
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guesalaz ,24/12/2004,Parroquia Sta. Catalina,Vidaurre ,2004.0,42.7771573,-1.9128769
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Guirguillano,24/12/2004,Parroquia S. Martin,Arguiñariz ,2004.0,42.7420987,-1.8612724
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Salinas de Oro ,24/12/2004,Parroquia S. Miguel,,2004.0,42.78107745,-1.88430652787922
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia S. Cosme y S. Damian,Arandigoyen ,2004.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia San martín,Azcona ,2004.0,42.7410554,-1.9942754
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia San Salvador,Lorca ,2004.0,42.6731029,-1.9448841
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia S. Esteban,Murillo ,2004.0,42.6828945,-1.9753742
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia La Asunción,Riezu ,2004.0,42.7619449,-1.9506731
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia San martín,Ugar ,2004.0,42.7323363,-1.9747926
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia S. Esteban,Villanueva,2004.0,42.7377842,-1.9475882
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia Sta María,Zuriain ,2004.0,,
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Yerri,24/12/2004,Parroquia S. Andres,Arizaleta ,2004.0,42.7577811,-1.977486
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Esteribar ,25/01/2000,Ermita Cristo de Burdindogui,,2000.0,42.9492605,-1.51642907773048
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Esparza ,25/09/2000,Ermita S. Tirso y finca 4.250 m2,,2000.0,42.7563153,-1.6838886
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Oroz Betelu ,25/09/2000,Ermita Virgen de Los Milagros,,2000.0,42.9171793,-1.2908548
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Armañanzas ,25/11/2000,Ermita de San Juan,,2000.0,42.560496,-2.2851222
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Nazar ,25/11/2000,Ermita Ntra. Sra de Loreto,,2000.0,42.6368976,-2.2793568
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Gallipienzo ,25/11/2003,Parroquia S. Pedro,,2003.0,42.4808555,-1.41930474721472
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Eslava ,26/01/2000,Ermita Sta. Barbara,,2000.0,42.5642869,-1.4597313
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Gallipienzo ,26/01/2000,Ermita S. Salvador en Barrelengu,,2000.0,42.4808555,-1.41930474721472
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Lizoain,26/01/2000,Ermita S. Antonio,Aguinaga ,2000.0,42.8462322,-1.4720339
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Roncal,26/01/2000,Ermita Arrako,Isaba ,2000.0,42.7920202,-0.9616605
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Roncal,26/01/2000,Ermita Idoia,Isaba ,2000.0,42.7920202,-0.9616605
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Roncal,26/01/2000,Ermita Virgen Del Castillo,Roncal ,2000.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sada ,26/01/2000,Ermita S. Miguel,,2000.0,42.5871778,-1.3983063
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sada ,26/01/2000,Ermita Sta. Lucia,,2000.0,42.5871778,-1.3983063
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Romanzado,26/03/2003,Parroquia Sta. Eulalia, Biguezal ,2003.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Aritzkun ,26/04/2000,Ermita San Cristóbal,,2000.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Atzpilikueta,26/04/2000,Ermita San Fermín,,2000.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Atzpilikueta ,26/04/2000,Ermita Santiago,,2000.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Ciga ,26/04/2000,Ermita San Marcos,,2000.0,42.807881,-1.6577898
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Elbetea ,26/04/2000,Ermita Santa Bárbara,,2000.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Elizondo ,26/04/2000,Errmita Santa Engracia,,2000.0,43.1462852,-1.5183762
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Elizondo ,26/04/2000,Ermita San Pedro,,2000.0,43.1462852,-1.5183762
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Arce,26/06/2002,Casa Parroquial,Nagore ,2002.0,42.8527538,-1.3756411
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Marañon ,26/06/2005,Parroquia La Asunción,,2005.0,42.628671,-2.4391688
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Huarte ,26/09/2003,Parroquia San Juan Evangelista,,2003.0,42.82767395,-1.59167705380692
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sada ,27/01/2000,Ermita Sta. Eufemia,,2000.0,42.5871778,-1.3983063
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Jaurrieta ,27/06/2000,Ermita S. Pedro,,2000.0,42.8871323,-1.1361277
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Lumbier ,27/06/2000,Ermita S. Bartolomé,,2000.0,42.6522082,-1.3083408
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Lumbier ,27/06/2000,Ermita La Trinidad,,2000.0,42.6522082,-1.3083408
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Urroz ,27/06/2000,Ermita S. Pedro,,2000.0,42.77622695,-1.45345561675131
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,27/08/2001,Ermita Ntra. Sñra del Perdón,Astrain ,2001.0,42.75562655,-1.7398432590396
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Arroniz ,27/11/2000,Ermita Santa María de las Viñas,,2000.0,42.5888239,-2.091308
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Arroniz ,27/11/2000,Ermita Santa Cecilia,,2000.0,42.5888239,-2.091308
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Arroniz ,27/11/2000,Ermita San pedro,,2000.0,42.5888239,-2.091308
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Dicastillo ,27/11/2000,Ermita Ntra. Sra. De la Nieva,,2000.0,42.5945083,-2.0283583
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Lodosa ,27/11/2000,Ermita El Calvario,,2000.0,42.4241886,-2.0785646
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Mirafuentes ,27/11/2000,Ermita de S. Adrián,,2000.0,42.6218731,-2.2783646
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Otxagabia ,28/02/2003,Parroquia S. Juan,,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Otxagabia ,28/02/2003,Finca Intxusdoia 3.828 m2,,2003.0,,
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Otxagabia ,28/02/2003,Finca Iberroeta,,2003.0,,
REGISTRO DE LA PROPIEDAD DE TAFALLA,Artajona ,28/08/2006,Parroquia S. Pedro,,2006.0,42.5872827,-1.7643793
REGISTRO DE LA PROPIEDAD DE TAFALLA,Artajona ,28/08/2006,Capilla calle Hospital,,2006.0,42.5872827,-1.7643793
REGISTRO DE LA PROPIEDAD DE TAFALLA,Milagro ,28/08/2006,Parroquia Ntra. Sra de los Abades,,2006.0,42.2417429,-1.7627813
REGISTRO DE LA PROPIEDAD DE TAFALLA,Oloriz ,28/08/2006,Parroquia Ntra. Sra. De la Asunción,,2006.0,42.64051815,-1.59898119518942
REGISTRO DE LA PROPIEDAD DE TAFALLA,Oloriz ,28/08/2006,Parroquia S. Bartolomé,,2006.0,42.64051815,-1.59898119518942
REGISTRO DE LA PROPIEDAD DE TAFALLA,San Martin de Unx ,28/08/2006,Parroquia S. Martin,,2006.0,42.5237177,-1.561391
REGISTRO DE LA PROPIEDAD DE ESTELLA/LIZARRA Nº .1.,Aranaratxe ,29/06/2002,Casa Parroquial,,2002.0,42.7795361,-2.2285728
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sangüesa ,29/08/2000,Ermita S. Babil,,2000.0,42.5754899,-1.283336
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sangüesa ,29/08/2000,Ermita de La Nora,,2000.0,42.5754899,-1.283336
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sangüesa ,29/08/2000,Ermita del Socorro,,2000.0,42.5754899,-1.283336
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Sangüesa ,29/08/2000,Ermita Virgen Del Camino,,2000.0,42.5754899,-1.283336
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Aranaz ,29/09/2004,Parroquia La Asunción,,2004.0,42.9076959,-2.0648835
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Arano ,29/09/2004,Parroquia San martín,,2004.0,43.1995483,-1.8948332
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Azpilicueta ,29/09/2004,Parroquia San Andrés,,2004.0,43.1849801,-1.5067117
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Azpilicueta ,29/09/2004,Ermita San Francisco Javier,,2004.0,43.1849801,-1.5067117
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Beinza Labayen ,29/09/2004,Parroquia San Pedro,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Berroeta ,29/09/2004,Arbolado en Lupegi,,2004.0,0.0,0.0
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Domestebe ,29/09/2004,Parroquia San Pedro,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Domestebe ,29/09/2004,Helechal “San Miguel ” 429m/2,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Domestebe ,29/09/2004,Helechal “San Miguel”991m/2,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Domestebe ,29/09/2004,Helechal “San Miguel” 8.180m/2,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Elgorriaga ,29/09/2004,Parroquia San Pedro,,2004.0,43.1389213,-1.6869302
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Elizondo ,29/09/2004,Parroquia Santiago,,2004.0,43.1462852,-1.5183762
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Elizondo ,29/09/2004,Finca en Erabeta,,2004.0,43.1462852,-1.5183762
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Errazu ,29/09/2004,Parroquia San Pedro,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Errazu ,29/09/2004,Finca en Eliza,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Etxalar ,29/09/2004,Parroquia Santa María,,2004.0,43.23441,-1.6386824
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Goizueta ,29/09/2004,Parroquia La Asunción,,2004.0,43.1718302,-1.8639931
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Irurita ,29/09/2004,Parroquia San Salvador,,2004.0,43.1305636,-1.5470001
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Ituren,29/09/2004,Parroquia San martín,,2004.0,43.1285573,-1.7046677
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Lecaroz ,29/09/2004,Parroquia San Bartolomé,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Legasa ,29/09/2004,Parroquia Santa Catalina,,2004.0,43.1297334,-1.6451796
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Narvarte ,29/09/2004,Parroquia San Andrés,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Sumbilla ,29/09/2004,Paroquia San Juan Bautista,,2004.0,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Urdax ,29/09/2004,Parroquia San Salvador,,2004.0,43.2760832,-1.51213501681075
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Urdax ,29/09/2004,Ermita San Esteban,,2004.0,43.2760832,-1.51213501681075
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Vera de Bidasoa ,29/09/2004,Parroquia San Esteban,,2004.0,43.284216,-1.6713433658622
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Vera de Bidasoa ,29/09/2004,Ermita San Martín ,,2004.0,43.284216,-1.6713433658622
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Vera de Bidasoa ,29/09/2004,Ermita Ntra. Sñra de Las Mercedes,,2004.0,43.284216,-1.6713433658622
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Yanci ,29/09/2004,Parroquia San Miguel,,2004.0,43.2252434,-1.7005877
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Zubieta ,29/09/2004,Parroquia Santa Mª Asunta,,2004.0,43.1247955,-1.7420368
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .5.,Zugarramurdi ,29/09/2004,Parroquia La Asunción,,2004.0,43.2693436,-1.5416354
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa Parroquial,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa parroquial Planta Baja,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa Parroquial Planta Baja nº 3,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa Parroquial Planta Baja nº4,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa Parroquial Planta 1ª Izda.,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa Parroquial Planta 1ª Dcha.,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa parroquial Cuarto Trastero,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa Parroquial Cuarto trastero nº 2,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa Parroquial Cuarto Trastero nº 3,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDA DE PAMPLONA/IRUÑA Nº .4.,Cendea de Cizur,30/01/1998,Casa Parroquial Cuarto trastero nº 4,Undiano ,1998.0,42.75718465,-1.76430985337042
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Buñuel ,30/01/2006,Parroquia Santa Ana,,2006.0,41.9797495,-1.444881
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Carcastillo ,30/01/2006,Parroquia San Salvador,,2006.0,42.3799129,-1.4445595
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Carcastillo ,30/01/2006,Carcastillo Finca paraje El Villar 30/01/2006,,2006.0,42.3799129,-1.4445595
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Cortes ,30/01/2006,Parroquia San Juan Bautista,,2006.0,41.9267116,-1.4188248
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Fustiñana ,30/01/2006,Parroquia Ntra. Sñra de la Asuncion,,2006.0,42.019634,-1.4841024
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Mélida ,30/01/2006,Parroquia Santa María,,2006.0,42.3593579,-1.5474089
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Tudela ,30/01/2006,Parroquia San Esteban,,2006.0,42.0639202,-1.6051916
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Tudela ,30/01/2006,Parroquia San Jorge El Real,,2006.0,42.0639202,-1.6051916
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Villafranca de Navarra ,30/01/2006,Parroquia Santa Eufemia,,2006.0,42.2791547,-1.7460165
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Villafranca de Navarra ,30/01/2006,Ermita Virgen del Portal,,2006.0,42.2791547,-1.7460165
REGISTRO DE LA PROPIEDAD DE TUDELA/TUTERA Nº .1.,Tudela ,30/01/2007,Parroquia Santa Mª Magdalena,,2007.0,42.0639202,-1.6051916
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Aribe ,30/04/2003,Parroquia la Inmaculada,,2003.0,42.9450571,-1.2652362
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Burguete ,30/04/2003,Parroquia S. Nicolas,,2003.0,42.9890103,-1.3349915
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Garayoa ,30/04/2003,Parroquia San Andrés,,2003.0,42.9301495,-1.2451496
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ibargoiti,30/04/2003,Parroquia San Pedro,Abínzano ,2003.0,42.6636825,-1.4513902
REGISTRO DE LA PROPIEDAD DE AOIZ/AGOITZ,Ibargoiti,30/04/2003,Parroquia San Miguel,Salinas ,2003.0,42.6932443,-1.486491
